k,mu,R,cert,discovery_minus_cert,relative_cert_gap,cert_midpoint,cert_status,log_k,ceiling,headroom,log_k_minus_R,c,weight,rank_num,rank_den,cond,nit,moved_log_c,gate_failed_coords,spread,c_log_k,E_S,sd_S,eta
221000,1,12.05674835,12.0558573459,0.0008910040999996482,7.390086233322174e-05,12.0558625721,PASS,12.30591798,12.30597366,0.249225,0.24917,0.082234344,1.0,1,1,1.0,64,0.0013,0,1.0,1.01196909244,1.13517123879,0.286753671888,-0.471384508866
222000,1,12.06123168,12.0603398297,0.0008918503000003852,7.394355101222839e-05,12.0603450529,PASS,12.31043266,12.31048811,0.249256,0.249201,0.082203484,1.0,1,1,1.0,63,0.0013,0,1.0,1.01196045427,1.13514722034,0.286699911041,-0.471389125486
223000,1,12.06569487,12.0648021609,0.0008927091000003884,7.398737574741839e-05,12.0648073812,PASS,12.31492705,12.31498227,0.249287,0.249232,0.08217289,1.0,1,1,1.0,60,0.0013,1,1.0,1.01195314587,1.13512465281,0.286646603586,-0.47139805992
224000,1,12.07013789,12.0692442568,0.0008936332000004654,7.403670182929994e-05,12.069249475,PASS,12.31940133,12.31945633,0.249318,0.249263,0.082143421,1.0,1,1,1.0,74,0.0013,0,1.0,1.01195776999,1.13511456812,0.286595248191,-0.471447342457
225000,1,12.07456146,12.0736670271,0.0008944328999991313,7.407580829847641e-05,12.0736722422,PASS,12.32385568,12.32391045,0.249349,0.249294,0.082112674,1.0,1,1,1.0,67,0.0013,0,1.0,1.01194474397,1.13508618416,0.286541653461,-0.471436464936
226000,1,12.07896529,12.0780699851,0.0008953048999984503,7.412099285852409e-05,12.0780751976,PASS,12.32829028,12.32834483,0.24938,0.249325,0.082082816,1.0,1,1,1.0,67,0.0013,1,1.0,1.0119407825,1.13506729778,0.286489599594,-0.471456199362
227000,1,12.08334987,12.0824537878,0.0008960821999988156,7.415842540681275e-05,12.0824589969,PASS,12.3327053,12.33275963,0.24941,0.249355,0.082052261,1.0,1,1,1.0,65,0.0013,1,1.0,1.01192635382,1.13503758455,0.286436319355,-0.471440161116
228000,1,12.08771509,12.0868181795,0.0008969104999998478,7.42001687930128e-05,12.0868233858,PASS,12.33710091,12.33715502,0.24944,0.249386,0.082022404,1.0,1,1,1.0,64,0.0013,0,1.0,1.01191867486,1.1350149592,0.286384247255,-0.471446877727
229000,1,12.09206108,12.0911633003,0.0008977797000007115,7.42453824919574e-05,12.0911685043,PASS,12.34147728,12.34153118,0.24947,0.249416,0.081993333,1.0,1,1,1.0,63,0.0013,0,1.0,1.01191885654,1.13500057751,0.286333537604,-0.471480143907
230000,1,12.09638817,12.0954895219,0.000898648100001509,7.429061364203138e-05,12.0954947236,PASS,12.34583459,12.34588827,0.2495,0.249446,0.081964371,1.0,1,1,1.0,69,0.0013,0,1.0,1.01191856647,1.13498576844,0.286283008912,-0.471511630926
231000,1,12.10069654,12.0997970402,0.0008994997999991483,7.43345473564903e-05,12.0998022395,PASS,12.35017299,12.35022645,0.24953,0.249476,0.081935413,1.0,1,1,1.0,76,0.0013,0,1.0,1.01191652452,1.13496919926,0.28623247789,-0.471536983695
232000,1,12.10498665,12.1040864218,0.0009002282000007966,7.436837611058386e-05,12.1040916174,PASS,12.35449265,12.3545459,0.249559,0.249506,0.081905159,1.0,1,1,1.0,68,0.0012,0,1.0,1.01189668492,1.13493417136,0.286179673579,-0.471501590847
233000,1,12.10925816,12.1083571443,0.0009010157000002295,7.440717574066729e-05,12.108362337,PASS,12.35879373,12.35884677,0.249589,0.249536,0.081875806,1.0,1,1,1.0,65,0.0012,0,1.0,1.01188619804,1.13490893782,0.286128433378,-0.471497838338
234000,1,12.11351134,12.1126095247,0.0009018153000006635,7.444705954274225e-05,12.1126147147,PASS,12.36307639,12.36312923,0.249618,0.249565,0.08184684,1.0,1,1,1.0,62,0.0012,0,1.0,1.01187873556,1.13488691279,0.286077859909,-0.471504201099
235000,1,12.11774629,12.1168436286,0.0009026613999996158,7.449086475300481e-05,12.1168488162,PASS,12.36734079,12.36739342,0.249647,0.249595,0.081818553,1.0,1,1,1.0,65,0.0012,0,1.0,1.01187792815,1.1348718743,0.286028463897,-0.471533051161
236000,1,12.12196343,12.1210599937,0.0009034362999997825,7.452887522857199e-05,12.1210651785,PASS,12.37158708,12.37163951,0.249676,0.249624,0.081789698,1.0,1,1,1.0,63,0.0012,0,1.0,1.01186837138,1.13484779062,0.285978066041,-0.471531934209
237000,1,12.1261626,12.1252583238,0.0009042761999999982,7.457233007909676e-05,12.1252635063,PASS,12.37581542,12.37586764,0.249705,0.249653,0.081761722,1.0,1,1,1.0,68,0.0012,0,1.0,1.0118679799,1.13483330504,0.285929195813,-0.471561865704
238000,1,12.13034426,12.1294392163,0.0009050436999995526,7.460989404760329e-05,12.129444396,PASS,12.38002595,12.38007797,0.249734,0.249682,0.081733181,1.0,1,1,1.0,67,0.0012,0,1.0,1.01185890197,1.1348098385,0.28587932883,-0.471562036525
239000,1,12.13450849,12.1336026912,0.0009057987999998574,7.464651747092373e-05,12.1336078679,PASS,12.38421883,12.38427065,0.249762,0.24971,0.081704486,1.0,1,1,1.0,61,0.0012,0,1.0,1.01184623409,1.13478269434,0.285829183433,-0.4715498002
240000,1,12.13865521,12.1377486301,0.0009065798999987607,7.468536541444121e-05,12.1377538043,PASS,12.3883942,12.38844582,0.249791,0.249739,0.081676487,1.0,1,1,1.0,67,0.0012,0,1.0,1.01184051802,1.13476284339,0.285780246433,-0.471561086079
241000,1,12.14278473,12.1418773675,0.0009073625000013408,7.47244162008084e-05,12.141882539,PASS,12.39255221,12.39260363,0.249819,0.249767,0.081648571,1.0,1,1,1.0,64,0.0012,1,1.0,1.01183417919,1.13474240203,0.285731445921,-0.471570084276
242000,1,12.14689718,12.1459890488,0.0009081311999992181,7.476240117471861e-05,12.1459942177,PASS,12.39669301,12.39674423,0.249847,0.249796,0.081620727,1.0,1,1,1.0,65,0.0012,1,1.0,1.01182709548,1.13472124266,0.285682762724,-0.471576378539
243000,1,12.1509927,12.1500837997,0.0009089002999989049,7.4800497575717e-05,12.150088966,PASS,12.40081672,12.40086775,0.249875,0.249824,0.081593002,1.0,1,1,1.0,64,0.0012,0,1.0,1.01181986363,1.13469998587,0.285634279167,-0.471582004303
244000,1,12.15507097,12.1541611652,0.0009098048000009129,7.484981389630775e-05,12.1541663304,PASS,12.4049235,12.40497434,0.249903,0.249853,0.081567284,1.0,1,1,1.0,69,0.0012,0,1.0,1.01183591847,1.13470302259,0.285589300364,-0.471666909155
245000,1,12.15913326,12.1582227659,0.0009104941000011024,7.488149693994738e-05,12.1582279277,PASS,12.40901349,12.40906414,0.249931,0.24988,0.081538861,1.0,1,1,1.0,67,0.0012,0,1.0,1.01181682607,1.13466953343,0.28553957819,-0.47163175867
246000,1,12.16317891,12.1622677013,0.0009112086999998326,7.491534135460913e-05,12.1622728601,PASS,12.41308681,12.41313727,0.249958,0.249908,0.081511014,1.0,1,1,1.0,65,0.0012,0,1.0,1.01180329315,1.1346418859,0.285490855678,-0.471615406323
247000,1,12.16720808,12.1662961447,0.0009119352999995556,7.495025103569656e-05,12.1663013007,PASS,12.41714362,12.41719389,0.249986,0.249936,0.081483623,1.0,1,1,1.0,66,0.0012,1,1.0,1.01179384911,1.13461854909,0.285442923172,-0.471612845035
248000,1,12.17122096,12.1703082664,0.0009126936000001251,7.498784246869224e-05,12.1703134199,PASS,12.42118403,12.42123411,0.250013,0.249963,0.081456568,1.0,1,1,1.0,67,0.0012,1,1.0,1.01178702118,1.13459798978,0.285395570872,-0.471619056206
249000,1,12.17521747,12.1743039521,0.0009135178999990501,7.503093084373876e-05,12.1743091039,PASS,12.42520818,12.42525808,0.250041,0.249991,0.081430625,1.0,1,1,1.0,75,0.0012,0,1.0,1.01179246748,1.13459026062,0.285350158621,-0.471667025778
250000,1,12.17919832,12.1782841004,0.0009142195999984892,7.506402112667867e-05,12.1782892493,PASS,12.4292162,12.42926591,0.250068,0.250018,0.081403349,1.0,1,1,1.0,64,0.0012,0,1.0,1.01177982387,1.13456375568,0.285302403037,-0.471653074936
255000,1,12.19886637,12.1979484717,0.0009178982999991092,7.524455733497056e-05,12.1979536083,PASS,12.44901882,12.44906764,0.250201,0.250152,0.081271451,1.0,1,1,1.0,61,0.0012,0,1.0,1.01174982336,1.13446659721,0.285071360762,-0.471694514853
260000,1,12.218153,12.2172315262,0.0009214737999982958,7.541842044360517e-05,12.2172366507,PASS,12.46843691,12.46848487,0.250332,0.250284,0.081142253,1.0,1,1,1.0,57,0.0012,0,1.0,1.01171706227,1.13436784541,0.284844862591,-0.471722902741
265000,1,12.23707259,12.236147606,0.0009249840000009613,7.558866658655338e-05,12.2361527189,PASS,12.4874851,12.48753223,0.25046,0.250413,0.081016195,1.0,1,1,1.0,63,0.0012,0,1.0,1.01168852832,1.13427472635,0.284623692652,-0.471762294641
270000,1,12.25563892,12.2547105063,0.0009284137000005188,7.57540023870513e-05,12.2547156078,PASS,12.50617724,12.50622356,0.250585,0.250538,0.080892879,1.0,1,1,1.0,64,0.0011,0,1.0,1.01166068206,1.13418351008,0.284407164164,-0.471800738468
275000,1,12.27386495,12.2729331617,0.0009317883000008464,7.591645368404077e-05,12.2729382522,PASS,12.52452638,12.52457192,0.250707,0.250661,0.08077225,1.0,1,1,1.0,65,0.0011,0,1.0,1.01163417563,1.13409483257,0.284195191353,-0.471840610448
280000,1,12.29176296,12.290827891,0.0009350690000005102,7.607281421252775e-05,12.2908329705,PASS,12.54254488,12.54258968,0.250827,0.250782,0.080654001,1.0,1,1,1.0,63,0.0011,1,1.0,1.01160642747,1.13400596516,0.283987244312,-0.471873183894
285000,1,12.30934434,12.3084059953,0.0009383447000015366,7.623027466640328e-05,12.3084110647,PASS,12.56024446,12.56028853,0.250944,0.2509,0.080538955,1.0,1,1,1.0,68,0.0011,0,1.0,1.01158896329,1.1339288709,0.283784782082,-0.471938170588
290000,1,12.32662046,12.3256789704,0.000941489599998846,7.63785664573667e-05,12.3256840294,PASS,12.5776362,12.57767957,0.251059,0.251016,0.080425496,1.0,1,1,1.0,66,0.0011,0,1.0,1.01156263005,1.13384356922,0.283584967829,-0.471969901088
295000,1,12.34360175,12.342657215,0.0009445350000003572,7.652021015667953e-05,12.3426622632,PASS,12.59473064,12.59477333,0.251172,0.251129,0.080313654,1.0,1,1,1.0,63,0.0011,1,1.0,1.01152883847,1.13375149298,0.28338786035,-0.471973262439
300000,1,12.36029755,12.3593499199,0.0009476301000006515,7.666725628305376e-05,12.3593549588,PASS,12.61153775,12.61157979,0.251282,0.25124,0.080205506,1.0,1,1,1.0,67,0.0011,0,1.0,1.01151476697,1.1336809138,0.283197132211,-0.472041905079
305000,1,12.37671793,12.3757673418,0.0009505882000002686,7.680454587206292e-05,12.3757723708,PASS,12.62806706,12.62810846,0.251391,0.251349,0.080098446,1.0,1,1,1.0,64,0.0011,0,1.0,1.01148854714,1.13359861117,0.283008193014,-0.472066231544
310000,1,12.39287163,12.3919181578,0.00095347220000086,7.693714810155424e-05,12.391923177,PASS,12.64432758,12.64436836,0.251497,0.251456,0.079993244,1.0,1,1,1.0,64,0.0011,0,1.0,1.01146078104,1.13351559621,0.282822407691,-0.472082807382
315000,1,12.40876709,12.4078107736,0.0009563163999999347,7.706780158446303e-05,12.4078157833,PASS,12.66032792,12.66036811,0.251601,0.251561,0.079890194,1.0,1,1,1.0,61,0.001,0,1.0,1.01143605346,1.13343661582,0.282640302712,-0.472107532207
320000,1,12.42441245,12.4234533161,0.0009591339000003529,7.71975257470105e-05,12.4234583166,PASS,12.67607627,12.67611589,0.251703,0.251664,0.079789221,1.0,1,1,1.0,64,0.001,0,1.0,1.0114142513,1.13336152541,0.282461752649,-0.47214011866
325000,1,12.43981546,12.438853562,0.0009618979999999056,7.732413741127198e-05,12.4388585536,PASS,12.69158046,12.69161951,0.251804,0.251765,0.079690173,1.0,1,1,1.0,68,0.001,1,1.0,1.01139424261,1.13328912025,0.282286495234,-0.472176751294
330000,1,12.45498329,12.4540185762,0.0009647138000001831,7.745604932081632e-05,12.4540235599,PASS,12.70684793,12.70688644,0.251903,0.251865,0.079593932,1.0,1,1,1.0,70,0.001,0,1.0,1.01138799035,1.13323183853,0.282116099808,-0.472258898436
335000,1,12.46992397,12.4689567358,0.0009672341999991119,7.756536465868379e-05,12.4689617096,PASS,12.72188581,12.72192379,0.252,0.251962,0.079496632,1.0,1,1,1.0,64,0.001,0,1.0,1.01134707465,1.13313921359,0.281943720168,-0.472219113476
340000,1,12.48464314,12.4836732995,0.0009698404999998189,7.768267695954496e-05,12.4836782648,PASS,12.7367009,12.73673836,0.252095,0.252058,0.079402523,1.0,1,1,1.0,65,0.001,0,1.0,1.01132618589,1.13306819813,0.281776893571,-0.472246664522
345000,1,12.49914754,12.4981750799,0.0009724600999998501,7.780211385518617e-05,12.4981800372,PASS,12.7512997,12.75133666,0.252189,0.252152,0.079310498,1.0,1,1,1.0,66,0.001,0,1.0,1.01131192904,1.13300481677,0.281613664789,-0.472295322982
350000,1,12.51344354,12.512468551,0.0009749890000012584,7.791532337878422e-05,12.5124735002,PASS,12.76568843,12.76572491,0.252281,0.252245,0.079219636,1.0,1,1,1.0,67,0.001,0,1.0,1.01129319099,1.13293747029,0.281452404232,-0.47232664668
355000,1,12.52753696,12.5265594678,0.0009774922000005404,7.802748482176821e-05,12.5265644089,PASS,12.77987307,12.77990907,0.252372,0.252336,0.079130336,1.0,1,1,1.0,69,0.001,0,1.0,1.01127564994,1.13287205491,0.281293824568,-0.47236036951
360000,1,12.54143372,12.5404538609,0.0009798591000009793,7.812975150029173e-05,12.5404587935,PASS,12.79385931,12.79389485,0.252461,0.252426,0.079041505,1.0,1,1,1.0,64,0.001,0,1.0,1.01124589465,1.13279457676,0.281135986751,-0.472349976601
365000,1,12.55513842,12.5541560312,0.0009823888000006775,7.824595533218163e-05,12.5541609571,PASS,12.80765263,12.80768772,0.252549,0.252514,0.078956289,1.0,1,1,1.0,70,0.001,0,1.0,1.01124472267,1.13274753019,0.280984489841,-0.472437216242
370000,1,12.56865736,12.5676726638,0.0009846961999997461,7.834537705941139e-05,12.5676775815,PASS,12.82125828,12.82129294,0.252636,0.252601,0.078870472,1.0,1,1,1.0,74,0.001,0,1.0,1.01121869254,1.13267520901,0.280831838755,-0.472436492964
375000,1,12.58199507,12.5810081129,0.0009869571000002964,7.844201929100711e-05,12.5810130225,PASS,12.8346813,12.83471553,0.25272,0.252686,0.078785826,1.0,1,1,1.0,61,0.0009,0,1.0,1.01119096806,1.13260173368,0.280681188034,-0.472428289935
380000,1,12.59515597,12.5941666763,0.0009892937000000046,7.854556961075922e-05,12.594171579,PASS,12.84792653,12.84796034,0.252804,0.252771,0.078703712,1.0,1,1,1.0,66,0.0009,0,1.0,1.01117950955,1.13254580596,0.280534966509,-0.472475169881
385000,1,12.60814524,12.6071537272,0.000991512800000649,7.864065499935889e-05,12.6071586222,PASS,12.86099861,12.86103202,0.252887,0.252853,0.07862196,1.0,1,1,1.0,62,0.0009,0,1.0,1.01115691853,1.13247885669,0.280389311968,-0.47248183519
390000,1,12.62096706,12.6199733352,0.000993724800000706,7.873602674632969e-05,12.6199782229,PASS,12.87390202,12.87393503,0.252968,0.252935,0.078541544,1.0,1,1,1.0,64,0.0009,0,1.0,1.01113614181,1.13241436369,0.280245962988,-0.47249338501
395000,1,12.63362552,12.6326295782,0.0009959418000011766,7.883262001272114e-05,12.6326344591,PASS,12.88664104,12.88667367,0.253048,0.253016,0.078462943,1.0,1,1,1.0,67,0.0009,0,1.0,1.01112378169,1.13235919442,0.280105778155,-0.472532895566
400000,1,12.64612488,12.6451267283,0.0009981517000010598,7.892945147012179e-05,12.6451316026,PASS,12.89921983,12.89925207,0.253127,0.253095,0.078385643,1.0,1,1,1.0,75,0.0009,0,1.0,1.01111364027,1.13230687563,0.279967844423,-0.472578827418
405000,1,12.65846945,12.6574692542,0.0010001957999996591,7.9013960096073e-05,12.657474121,PASS,12.91164235,12.91167423,0.253205,0.253173,0.078308194,1.0,1,1,1.0,65,0.0009,0,1.0,1.0110873937,1.13223829397,0.279829574571,-0.472567255163
410000,1,12.67066257,12.6696602788,0.0010022911999989503,7.910329822625451e-05,12.6696651388,PASS,12.92391244,12.92394396,0.253281,0.25325,0.078232431,1.0,1,1,1.0,63,0.0009,0,1.0,1.01106908811,1.13217850078,0.279694248274,-0.472582119915
415000,1,12.68270801,12.6817036665,0.0010043435000000045,7.918998838482322e-05,12.6817085197,PASS,12.9360338,12.93606497,0.253357,0.253326,0.07815778,1.0,1,1,1.0,61,0.0009,0,1.0,1.01105168375,1.13212014599,0.279560843357,-0.472598896191
420000,1,12.6946093,12.6936029235,0.0010063764999994618,7.927589390241902e-05,12.6936077702,PASS,12.94800999,12.94804082,0.253432,0.253401,0.078084289,1.0,1,1,1.0,65,0.0009,1,1.0,1.01103615405,1.13206423255,0.279429448521,-0.472621025621
425000,1,12.70636991,12.7053615102,0.0010083997999998928,7.936175376149528e-05,12.7053663504,PASS,12.95984445,12.95987494,0.253505,0.253475,0.078011786,1.0,1,1,1.0,62,0.0009,0,1.0,1.01102061166,1.13200878156,0.279299758778,-0.472641946179
430000,1,12.71799298,12.716982574,0.0010104060000006854,7.944696946991752e-05,12.7169874082,PASS,12.97154049,12.97157065,0.253578,0.253548,0.077940629,1.0,1,1,1.0,60,0.0009,0,1.0,1.01101002471,1.13195896138,0.279172417693,-0.472679079367
435000,1,12.72948186,12.7284694848,0.0010123752000001929,7.95299613239869e-05,12.7284743129,PASS,12.98310131,12.98313116,0.253649,0.253619,0.077870262,1.0,1,1,1.0,72,0.0009,0,1.0,1.01099750059,1.13190757574,0.279046432374,-0.472708339668
440000,1,12.74084,12.7398258233,0.0010141767000000357,7.960045805457377e-05,12.7398306441,PASS,12.99453001,12.99455954,0.25372,0.25369,0.077799281,1.0,1,1,1.0,68,0.0009,0,1.0,1.01096509139,1.13183590152,0.278919288065,-0.472666850817
445000,1,12.75206935,12.7510531937,0.0010161562999986273,7.968560020406628e-05,12.751058009,PASS,13.00582956,13.00585879,0.253789,0.25376,0.077731321,1.0,1,1,1.0,63,0.0009,0,1.0,1.01096031249,1.13179346806,0.278797501857,-0.472721122603
450000,1,12.76317331,12.7621551893,0.0010181207000012904,7.977018530364925e-05,12.7621599993,PASS,13.01700286,13.01703179,0.253858,0.25383,0.077664373,1.0,1,1,1.0,74,0.0009,0,1.0,1.0109573656,1.13175336923,0.278677476613,-0.47278083192
455000,1,12.7741552,12.7731353143,0.0010198856999998895,7.983977680182636e-05,12.7731401177,PASS,13.0280527,13.02808133,0.253926,0.253898,0.077596476,1.0,1,1,1.0,62,0.0008,0,1.0,1.0109309785,1.13168924464,0.278555695009,-0.472757322862
460000,1,12.78501693,12.7839952265,0.0010217034999993047,7.991412960915842e-05,12.784000024,PASS,13.03898177,13.03901011,0.253993,0.253965,0.077530314,1.0,1,1,1.0,63,0.0008,0,1.0,1.01091635075,1.13163778656,0.278436974214,-0.472774088054
465000,1,12.79576137,12.7947378568,0.001023513199999826,7.998845636489281e-05,12.7947426485,PASS,13.04979268,13.04982075,0.254059,0.254031,0.077464965,1.0,1,1,1.0,64,0.0008,0,1.0,1.01090173357,1.13158673621,0.278319661953,-0.472789939777
470000,1,12.80639077,12.8053654066,0.0010253634000001455,8.006654009044779e-05,12.8053701932,PASS,13.06048797,13.06051576,0.254125,0.254097,0.077401212,1.0,1,1,1.0,70,0.0008,0,1.0,1.01089759847,1.13154700463,0.278205167182,-0.47284170153
475000,1,12.81690792,12.8158807451,0.0010271749000008157,8.014217675684258e-05,12.8158855263,PASS,13.07107008,13.0710976,0.25419,0.254162,0.077337872,1.0,1,1,1.0,75,0.0008,0,1.0,1.01088874498,1.13150273324,0.278091366593,-0.472876000624
480000,1,12.82731578,12.8262871073,0.0010286726999986229,8.01939172342277e-05,12.8262918811,PASS,13.08154138,13.08156864,0.254253,0.254226,0.077272617,1.0,1,1,1.0,69,0.0008,0,1.0,1.01084493705,1.13142238237,0.277974073973,-0.472786474277
485000,1,12.83761492,12.8365843947,0.0010305253000009174,8.027389093868515e-05,12.836589164,PASS,13.09190417,13.09193116,0.254316,0.254289,0.077211676,1.0,1,1,1.0,62,0.0008,0,1.0,1.01084786299,1.13139113145,0.277864493037,-0.472860458056
490000,1,12.84780907,12.8467769192,0.0010321508000004087,8.033671689677504e-05,12.8467816825,PASS,13.10216067,13.10218741,0.254378,0.254352,0.077149495,1.0,1,1,1.0,69,0.0008,0,1.0,1.01082507911,1.13133342573,0.277752635756,-0.472843130276
495000,1,12.85789937,12.8568654439,0.00103392609999986,8.041174302640852e-05,12.8568702026,PASS,13.11231304,13.11233953,0.25444,0.254414,0.077089674,1.0,1,1,1.0,64,0.0008,0,1.0,1.01082393776,1.13129864066,0.277644982119,-0.472901183584
500000,1,12.86788856,12.8668529517,0.00103560830000049,8.048004885740867e-05,12.8668577052,PASS,13.12236338,13.12238962,0.254501,0.254475,0.077029825,1.0,1,1,1.0,74,0.0008,0,1.0,1.01081335455,1.13125435153,0.277537235268,-0.472925196523
510000,1,12.88757119,12.8865323697,0.0010388202999997986,8.060636753695392e-05,12.8865371126,PASS,13.142166,13.14219177,0.254621,0.254595,0.076911428,1.0,1,1,1.0,63,0.0008,0,1.0,1.01078275443,1.13115693528,0.277323958517,-0.472937628556
520000,1,12.9068718,12.9058297629,0.0010420370999995043,8.073506238742562e-05,12.9058344958,PASS,13.16158409,13.1616094,0.254738,0.254712,0.076796334,1.0,1,1,1.0,67,0.0008,0,1.0,1.01076140779,1.13107046183,0.277116473127,-0.472979683774
530000,1,12.92580527,12.9247601523,0.0010451177000003753,8.085513267216158e-05,12.9247648751,PASS,13.18063229,13.18065715,0.254852,0.254827,0.076683188,1.0,1,1,1.0,65,0.0008,0,1.0,1.01073290351,1.13097776492,0.276912345891,-0.47299359116
540000,1,12.94438506,12.9433368821,0.0010481778999995583,8.09754882245104e-05,12.9433415952,PASS,13.19932442,13.19934886,0.254964,0.254939,0.076572852,1.0,1,1,1.0,64,0.0008,0,1.0,1.0107099152,1.13089201745,0.276713141911,-0.473024217597
550000,1,12.96262405,12.9615728161,0.0010512339000001703,8.109730683735831e-05,12.9615775204,PASS,13.21767356,13.21769759,0.255074,0.25505,0.07646548,1.0,1,1,1.0,58,0.0008,0,1.0,1.01069575304,1.13081662943,0.27651915046,-0.473083434581
560000,1,12.98053511,12.9794810362,0.0010540738000006655,8.120418696673172e-05,12.9794857306,PASS,13.23569206,13.2357157,0.255181,0.255157,0.076358929,1.0,1,1,1.0,65,0.0007,0,1.0,1.01066327048,1.13072324014,0.27632650531,-0.473075284609
570000,1,12.99812912,12.9970721419,0.0010569780999993839,8.131771043672968e-05,12.9970768275,PASS,13.25339164,13.25341489,0.255286,0.255263,0.076255663,1.0,1,1,1.0,71,0.0007,0,1.0,1.01064616649,1.13064696533,0.2761396707,-0.47311914656
580000,1,13.01541759,13.0143578325,0.0010597575000002024,8.142324229492528e-05,13.0143625091,PASS,13.27078338,13.27080626,0.255389,0.255366,0.076153871,1.0,1,1,1.0,63,0.0007,0,1.0,1.01062152578,1.13056386155,0.275955377481,-0.473133963679
590000,1,13.03241087,13.0313484066,0.0010624634000002686,8.152470103946843e-05,13.0313530742,PASS,13.28787782,13.28790034,0.255489,0.255467,0.076053843,1.0,1,1,1.0,68,0.0007,0,1.0,1.01059417321,1.1304789265,0.275774156649,-0.473136888857
600000,1,13.04911851,13.048053304,0.0010652059999998187,8.163049474824784e-05,13.0480579635,PASS,13.30468493,13.30470711,0.255589,0.255566,0.075956691,1.0,1,1,1.0,63,0.0007,0,1.0,1.0105798424,1.1304085429,0.275598031711,-0.473183868859
610000,1,13.06555052,13.0644827137,0.0010678063000000293,8.17268509555332e-05,13.0644873645,PASS,13.32121424,13.32123607,0.255686,0.255664,0.075860459,1.0,1,1,1.0,67,0.0007,0,1.0,1.01055342639,1.13032648241,0.275423461909,-0.473185840833
620000,1,13.08171503,13.0806444788,0.0010705511999997697,8.18356918450447e-05,13.0806491226,PASS,13.33747476,13.33749627,0.255781,0.25576,0.075767836,1.0,1,1,1.0,75,0.0007,0,1.0,1.01055160004,1.13027098313,0.275255334626,-0.47327323669
630000,1,13.09762171,13.0965486641,0.0010730459000001247,8.192677447546503e-05,13.0965532995,PASS,13.3534751,13.35349629,0.255875,0.255853,0.075675033,1.0,1,1,1.0,64,0.0007,0,1.0,1.01052466873,1.13019016105,0.275086775353,-0.473269428838
640000,1,13.11327803,13.1122025235,0.0010755064999994346,8.201660161089672e-05,13.1122071508,PASS,13.36922346,13.36924434,0.255966,0.255945,0.075584132,1.0,1,1,1.0,63,0.0007,0,1.0,1.01050115039,1.1301137461,0.274921569734,-0.473275873651
650000,1,13.1286917,13.127613718,0.0010779819999999773,8.210886694825634e-05,13.1276183378,PASS,13.38472764,13.38474823,0.256057,0.256036,0.075495303,1.0,1,1,1.0,65,0.0007,0,1.0,1.0104840689,1.13004486813,0.27476003326,-0.473303437142
660000,1,13.1438703,13.1427899146,0.0010803853999998836,8.219690055826886e-05,13.1427945268,PASS,13.39999511,13.40001542,0.256145,0.256125,0.075407849,1.0,1,1,1.0,61,0.0007,0,1.0,1.01046480816,1.12997451059,0.274600903455,-0.473321496585
670000,1,13.15882083,13.1577380569,0.0010827731000002672,8.228496413080709e-05,13.1577426617,PASS,13.41503299,13.41505301,0.256232,0.256212,0.075322012,1.0,1,1,1.0,66,0.0007,0,1.0,1.01044727596,1.12990672772,0.274444625453,-0.473344039838
680000,1,13.17355007,13.1724649594,0.0010851106000000499,8.23704008588514e-05,13.172469557,PASS,13.42984808,13.42986783,0.256318,0.256298,0.075237596,1.0,1,1,1.0,63,0.0006,0,1.0,1.01042948397,1.12983942156,0.274290846945,-0.473364033137
690000,1,13.18806444,13.1869770451,0.0010873948999989835,8.245295622766789e-05,13.1869816355,PASS,13.44444688,13.44446636,0.256402,0.256382,0.075154636,1.0,1,1,1.0,57,0.0006,0,1.0,1.01041251123,1.12977369639,0.274139636042,-0.473385382233
700000,1,13.2023702,13.2012805445,0.0010896555000012853,8.25348390852792e-05,13.201285128,PASS,13.45883561,13.45885484,0.256485,0.256465,0.075072963,1.0,1,1,1.0,65,0.0006,0,1.0,1.01039466807,1.12970776768,0.273990688677,-0.473402101024
710000,1,13.21647322,13.2153813469,0.0010918731000000292,8.261455850020095e-05,13.2153859235,PASS,13.47302025,13.47303923,0.256566,0.256547,0.074992597,1.0,1,1,1.0,64,0.0006,0,1.0,1.01037677791,1.12964247474,0.273844045126,-0.47341717684
720000,1,13.23037913,13.2292850807,0.0010940492999989004,8.269221080128642e-05,13.2292896505,PASS,13.48700649,13.48702522,0.256646,0.256627,0.07491359,1.0,1,1,1.0,64,0.0006,0,1.0,1.01036007459,1.12957908629,0.273699804143,-0.473435071304
730000,1,13.24409358,13.2429974365,0.0010961434999998687,8.276470514034746e-05,13.2430019992,PASS,13.50079981,13.50081831,0.256725,0.256706,0.074835297,1.0,1,1,1.0,68,0.0006,1,1.0,1.01033636375,1.12950903003,0.273556790736,-0.473426485521
740000,1,13.25762115,13.2565228075,0.0010983425000006264,8.284612205867916e-05,13.2565273643,PASS,13.51440547,13.51442373,0.256803,0.256784,0.074759598,1.0,1,1,1.0,63,0.0006,1,1.0,1.01033151979,1.12945929827,0.273418444691,-0.473484144122
750000,1,13.27096757,13.2698671415,0.0011004284999991398,8.291999013596714e-05,13.269871692,PASS,13.52782849,13.52784652,0.256879,0.256861,0.074684242,1.0,1,1,1.0,64,0.0006,1,1.0,1.01031561635,1.12939863431,0.273280654908,-0.473500893637
