k,log_k,delta_log_previous,eta_target,eta_actual,c,c_log_k,E_S,sd_S,R,cert,log_k_minus_R,log_k_minus_cert,discovery_minus_cert,ceiling,headroom_R,headroom_cert,rank,cond,cert_status,grid_type
5571,8.625329850020815,0.020125781281864687,-0.4746,-0.4745999999999985,0.1193457294924658,1.0293962830638748,1.163756060005457,0.3450401601463497,8.414194003284205,8.4140728373,0.21113584673661023,0.21125701272081443,0.00012116598420419677,8.626878383207533,0.21268437992332778,0.21280554590753198,1,1.0,PASS,eta_fixed_geometric
5684,8.64541048921699,0.02008063919617588,-0.4746,-0.47460000000007146,0.11904982269956446,1.0292345859062375,1.1635565820931217,0.34461985270353374,8.433959823262462,8.4338361868,0.2114506659545281,0.21157430241698982,0.0001236364624617181,8.64693176503772,0.21297194177525824,0.21309557823771996,1,1.0,PASS,eta_fixed_geometric
5799,8.66544076787644,0.02003027865944929,-0.4746,-0.4745999999999398,0.11875616765641386,1.0290745366466583,1.1633583165389765,0.34420209974504257,8.453677877559258,8.4535517343,0.21176289031718198,0.2118890335764405,0.00012614325925852654,8.666935324752583,0.21325744719332462,0.21338359045258315,1,1.0,PASS,eta_fixed_geometric
5917,8.685584842676693,0.02014407480025358,-0.4746,-0.4745999999999954,0.11846235303980379,1.0289148179903351,1.1631596380997276,0.3437834768220167,8.473509757357446,8.4733810502,0.21207508531924724,0.21220379247669285,0.00012870715744561778,8.687052994272818,0.21354323691537225,0.21367194407281787,1,1.0,PASS,eta_fixed_geometric
6037,8.705662478796427,0.020077636119732047,-0.4746,-0.4745999999999628,0.1181710012859073,1.0287568519765273,1.1629623231915136,0.3433677269100851,8.493278012649546,8.4931467071,0.21238446614688122,0.21251577169642744,0.00013130554954621232,8.707104768802855,0.21382675615330982,0.21395806170285603,1,1.0,PASS,eta_fixed_geometric
6159,8.725669705687043,0.020007226890617007,-0.4746,-0.4746000000000185,0.11788214324562304,1.0286006461597934,1.1627663999208475,0.3429549092305966,8.512978701128386,8.5128447636,0.21269100455865697,0.2128249420870425,0.0001339375283855304,8.727086670562926,0.21410796943454002,0.21424190696292555,1,1.0,PASS,eta_fixed_geometric
6284,8.745761999375512,0.020092293688468453,-0.4746,-0.47460000000006713,0.11759352438065379,1.0284449769009598,1.1625703428587508,0.34254180964755127,8.532764904004807,8.5326282803,0.21299709537070477,0.21313371907551115,0.0001366237048063823,8.747153971681636,0.2143890676768283,0.2145256913816347,1,1.0,PASS,eta_fixed_geometric
6411,8.765770543987257,0.020008544611745623,-0.4746,-0.4746000000000336,0.11730755855207692,1.0282911413428564,1.1623757957083318,0.3421318915050997,8.55247036293798,8.5523310214,0.21330018104927717,0.2134395225872563,0.00013934153797912074,8.767138058892716,0.214667695954736,0.21480703749271512,1,1.0,PASS,eta_fixed_geometric
6541,8.785845337961213,0.020074793973955524,-0.4746,-0.4746000000000132,0.1170220888582213,1.0281379738334864,1.1621812954589201,0.3417220721848201,8.572242787719865,8.5721006762,0.21360255024134744,0.2137446617612131,0.00014211151986565085,8.787188739389036,0.2149459516691703,0.21508806318903595,1,1.0,PASS,eta_fixed_geometric
6674,8.80597465931132,0.020129321350106498,-0.4746,-0.4746000000000505,0.11673728388253646,1.0279855636664477,1.1619869582881093,0.3413125964772272,8.592070634050925,8.5919257017,0.2139040252603941,0.21404895761132003,0.00014493235092594148,8.807294301849804,0.21522366779887925,0.2153686001498052,1,1.0,PASS,eta_fixed_geometric
6809,8.826000545482966,0.02002588617164739,-0.4746,-0.4746000000000078,0.11645536239133832,1.0278350919903685,1.1617943031199143,0.34090666481228743,8.611798284925388,8.6116505033,0.21420226055757752,0.21435004218296605,0.00014778162538853223,8.827296961544288,0.21549867661889976,0.2156464582442883,1,1.0,PASS,eta_fixed_geometric
6947,8.846065190692881,0.020064645209914158,-0.4746,-0.47459999999993796,0.11617430486223429,1.0276854742947534,1.1616019551131798,0.34050138034808447,8.63156579470717,8.6314151153,0.21449939598571177,0.21465007539288194,0.00015067940717017336,8.847338738805565,0.21577294409839531,0.2159236235055655,1,1.0,PASS,eta_fixed_geometric
7088,8.866158492284917,0.020093301592035977,-0.4746,-0.47460000000002744,0.11589424914793782,1.027536781289973,1.1614100109775114,0.3400969468552509,8.651363204991583,8.6512095805,0.21479528729333452,0.21494891178491748,0.00015362449158295988,8.86740953764858,0.21604633265699746,0.21619995714858042,1,1.0,PASS,eta_fixed_geometric
7232,8.886270902072013,0.02011240978709547,-0.4746,-0.4745999999999456,0.11561532263578049,1.027389077372004,1.1612185607821846,0.339693554113365,8.67118110039062,8.6710244849,0.21508980168139402,0.21524641717201298,0.00015661549061896096,8.887499815210177,0.21631871481955756,0.21647533031017652,1,1.0,PASS,eta_fixed_geometric
7379,8.906393407058367,0.02012250498635418,-0.4746,-0.4746000000000285,0.11533764274856168,1.027242420961443,1.1610276882457136,0.3392913785202358,8.691010589670098,8.6908509386,0.21538281738826903,0.21554246845836644,0.00015965107009741075,8.907600562575723,0.21658997290562532,0.21674962397572273,1,1.0,PASS,eta_fixed_geometric
7529,8.926517509850122,0.0201241027917556,-0.4746,-0.4745999999999856,0.11506131744008674,1.0270968648353576,1.1608374710237561,0.3388905836994543,8.7108432871081,8.7106805573,0.21567422274202208,0.2158369525501218,0.00016272980809972637,8.927703285289793,0.21685999818169321,0.21702272798979294,1,1.0,PASS,eta_fixed_geometric
7682,8.94663520890585,0.020117699055727738,-0.4746,-0.47460000000008246,0.11478644568295122,1.0269524564522503,1.1606479809954264,0.3384913211028203,8.730671292967887,8.7305054425,0.21596391593796227,0.21612976640584947,0.00016585046788719637,8.947799983701957,0.2171286907340697,0.2172945412019569,1,1.0,PASS,eta_fixed_geometric
7838,8.966738978759576,0.020103769853726763,-0.4746,-0.4746000000000945,0.11451311794616792,1.0268092382671965,1.1604592845447945,0.3380937306042195,8.750487174345619,8.7503181627,0.21625180441395742,0.21642081605957664,0.00016901164561922144,8.96788313328028,0.21739595893466124,0.21756497058028046,1,1.0,PASS,eta_fixed_geometric
7997,8.98682175033189,0.020082771572313207,-0.4746,-0.47459999999992514,0.11424141666097459,1.0266672480375745,1.1602714428377445,0.33769794108253226,8.770283945996235,8.7701117342,0.21653780433565473,0.21671001613188956,0.00017221179623483351,8.98794566500802,0.21766171901178488,0.21783393080801972,1,1.0,PASS,eta_fixed_geometric
8159,9.0068768914288,0.02005514109691038,-0.4746,-0.4745999999999856,0.11397141667327712,1.0265265191179427,1.1600845120924492,0.3373040709912644,8.790055051428114,8.7898796018,0.21682184000068538,0.21699728962880016,0.0001754496281147766,9.007980945963174,0.2179258945350604,0.21810134416317517,1,1.0,PASS,eta_fixed_geometric
8324,9.026898187513526,0.020021296084724853,-0.4746,-0.47460000000005076,0.11370318568152281,1.0263870807430522,1.1598985438421408,0.3369122289130292,8.809794344115979,8.8096156204,0.21710384339754718,0.217282567113525,0.00017872371597782433,9.027982760166116,0.21818841605013795,0.21836713976611577,1,1.0,PASS,eta_fixed_geometric
8493,9.04699757378001,0.020099386266484286,-0.4746,-0.4746000000000865,0.11343521859499894,1.0262481474101603,1.1597124971289816,0.3365202215106458,8.829612174762326,8.8294301225,0.21738539901768306,0.21756745128000965,0.000182052262326593,9.04806292912313,0.21845075436080386,0.21863280662313045,1,1.0,PASS,eta_fixed_geometric
8665,9.067047202149707,0.020049628369697096,-0.4746,-0.4746000000000334,0.11316921296205265,1.026110595757064,1.1595275533585272,0.33613053804997045,8.849382476986547,8.8491970631,0.2176647251631607,0.21785013904970718,0.0001854138865464705,9.068093721909882,0.2187112449233357,0.21889665880988218,1,1.0,PASS,eta_fixed_geometric
8841,9.087155271405804,0.020108069256098024,-0.4746,-0.47459999999993896,0.11290372446188209,1.0259736749051402,1.159342711527029,0.3357410693785281,8.869211930442054,8.869023104,0.21794334096374968,0.21813216740580366,0.0001888264420539798,9.088183230146912,0.21897129970485807,0.21916012614691205,1,1.0,PASS,eta_fixed_geometric
9020,9.10719961305667,0.020044341650864942,-0.4746,-0.47459999999992536,0.11264035606957315,1.025838207211382,1.159159091075793,0.3353541742010493,8.888980046378906,8.8887877774,0.21821956667776377,0.21841183565667066,0.00019226897890689543,9.108209392368462,0.21922934598955557,0.21942161496846246,1,1.0,PASS,eta_fixed_geometric
9203,9.127284796838858,0.020085183782187523,-0.4746,-0.47459999999996133,0.1123777221816459,1.0257034751719176,1.15897572966467,0.3349678248307692,8.908789938474568,8.9085941794,0.2184948583642896,0.21869061743885787,0.00019575907456825803,9.128276677386221,0.2194867389116535,0.21968249798622175,1,1.0,PASS,eta_fixed_geometric
9389,9.147294070258548,0.020009273419690617,-0.4746,-0.4746000000000747,0.11211733683860775,1.025570250436977,1.1587936882137102,0.3345842566660034,8.928526438488754,8.9283271625,0.21876763176979352,0.21896690775854744,0.00019927598875391084,9.148268430513157,0.21974199202440303,0.21994126801315694,1,1.0,PASS,eta_fixed_geometric
9579,9.167328481382892,0.0200344111243442,-0.4746,-0.4746000000000282,0.1118578711029076,1.0254378476285413,1.1586120417570325,0.33420152076911724,8.94828919902232,8.9480863621,0.21903928236057268,0.2192421192828924,0.00020283692231970463,9.16828560484096,0.219996405818641,0.2201992427409607,1,1.0,PASS,eta_fixed_geometric
9773,9.187378760338836,0.020050278955944075,-0.4746,-0.47460000000004837,0.11159943974109933,1.0253063223430898,1.1584308730130037,0.3338197914306523,8.968069068555382,8.9678626286,0.2193096917834545,0.21951613173883544,0.00020643995538094373,9.188318934178412,0.22024986562303006,0.220456305578411,1,1.0,PASS,eta_fixed_geometric
9971,9.207436158828793,0.02005739848995719,-0.4746,-0.47460000000003877,0.11134214860085521,1.025175725029203,1.1582502588661416,0.33343923064923875,8.98785740724708,8.987647324,0.2195787515817127,0.21978883482879397,0.0002100832470812719,9.20835967298715,0.2205022657400697,0.22071234898715097,1,1.0,PASS,eta_fixed_geometric
10173,9.227492430793749,0.020056271964955425,-0.4746,-0.474599999999916,0.11108609505364184,1.025046101273915,1.1580702706336736,0.333059988693008,9.00764606858132,9.0074323036,0.21984636221242937,0.220060127193749,0.00021376498131964183,9.228399577120017,0.22075350853869757,0.22096727352001722,1,1.0,PASS,eta_fixed_geometric
10379,9.24753981296529,0.020047382171540607,-0.4746,-0.4745999999999043,0.11083136843002855,1.0249174920821134,1.1578909743293522,0.33268220465525494,9.02742738003334,9.0272098969,0.22011243293195015,0.22032991606528896,0.00021748313333880276,9.248430884444666,0.22100350441132655,0.22122098754466535,1,1.0,PASS,eta_fixed_geometric
10589,9.267571005430455,0.020031192465165434,-0.4746,-0.47459999999994734,0.11057805044570906,1.0247899341476794,1.1577124309229194,0.3323060070015527,9.047194124113167,9.0469728883,0.2203768813172875,0.2205981171304554,0.0002212358131679082,9.2684462954763,0.22125217136313324,0.22147340717630115,1,1.0,PASS,eta_fixed_geometric
10803,9.287579152316985,0.020008146886530593,-0.4746,-0.47459999999996394,0.11032621561675214,1.0246634601161757,1.1575346965947488,0.3319315141061121,9.0669395200968,9.0667144988,0.220639632220184,0.22086465351698514,0.00022502129680113114,9.288438954127049,0.22149943403024785,0.22172445532704899,1,1.0,PASS,eta_fixed_geometric
11022,9.307648554443182,0.020069402126195724,-0.4746,-0.47460000000009794,0.11007479769193759,1.0245375316179886,1.1573570210854938,0.3315571451442505,9.08674675423077,9.0865178992,0.22090180021241146,0.2211306552431811,0.00022885503076963687,9.308493092012771,0.22174633778200104,0.22197519281277067,1,1.0,PASS,eta_fixed_geometric
11245,9.327678864393416,0.020030309950235484,-0.4746,-0.47459999999992647,0.10982504722258124,1.0244127717590799,1.157180290659713,0.3311847675089284,9.106516780961588,9.1062840634,0.2211620834318282,0.22139480099341569,0.00023271756158749213,9.328508433840623,0.22199165287903533,0.22222437044062282,1,1.0,PASS,eta_fixed_geometric
11473,9.347751727799142,0.020072863405726855,-0.4746,-0.4746000000000959,0.10957593804857559,1.0242886642187843,1.157003781994162,0.33081285713048963,9.126330173946434,9.1260935499,0.2214215538527089,0.22165817789914222,0.00023662404643332025,9.34856655971405,0.22223638576761573,0.22247300981404905,1,1.0,PASS,eta_fixed_geometric
11705,9.367771379925012,0.020019652125868072,-0.4746,-0.474599999999926,0.10932864935702495,1.0241657924525953,1.1568283336330683,0.3304431808535455,9.14609239421999,9.145851839,0.2216789857050223,0.2219195409250112,0.00024055521998889162,9.368571770507712,0.22247937628772263,0.22271993150771152,1,1.0,PASS,eta_fixed_geometric
11942,9.387816877106937,0.02004549718192664,-0.4746,-0.474599999999945,0.10908219397075816,1.0240436615505362,1.1566532484653071,0.3300742698384435,9.165881467850488,9.1656369416,0.2219354092564494,0.2221799355069365,0.0002445262504870982,9.388603060582117,0.22272159273162906,0.22296611898211616,1,1.0,PASS,eta_fixed_geometric
12184,9.407878894574997,0.020062017468060064,-0.4746,-0.47460000000004465,0.10883668198562171,1.0239223234081014,1.1564786067578794,0.32970629321084,9.185688182459852,9.1854396479,0.22219071211514496,0.22243924667499826,0.0002485345598532973,9.40865110822472,0.2229629257648682,0.2232114603247215,1,1.0,PASS,eta_fixed_geometric
12431,9.427948631791715,0.02006973721671769,-0.4746,-0.47459999999996855,0.10859221503554833,1.0238018251676295,1.1563044831485447,0.32933940823547214,9.205503841091067,9.2052512631,0.2224447907006475,0.22269736869171552,0.000252577991068037,9.428707115189285,0.22320327409821772,0.22345585208928576,1,1.0,PASS,eta_fixed_geometric
12683,9.448017793067429,0.02006916127571424,-0.4746,-0.4746000000000912,0.108348886708482,1.023682209480785,1.1561309469018028,0.3289737608549786,9.22532024309672,9.2250635886,0.22269754997070912,0.2229542044674293,0.0002566544967201878,9.448762787373774,0.223442544277054,0.2236991987737742,1,1.0,PASS,eta_fixed_geometric
12940,9.468078568054892,0.020060774987461956,-0.4746,-0.47460000000008723,0.1081067829556916,1.0235635147641455,1.1559580621616576,0.328609486223407,9.245129664746619,9.2448689032,0.22294890330827322,0.2232096648548918,0.000260761546618582,9.468810315374474,0.22368065062785547,0.22394141217447405,1,1.0,PASS,eta_fixed_geometric
13202,9.488123612248716,0.020045044193824642,-0.4746,-0.47460000000002617,0.10786598249281892,1.0234457754485218,1.155785888201507,0.3282467092319816,9.264924840701111,9.2646599435,0.22319877154760448,0.2234636687487157,0.00026489720111122494,9.488842355041855,0.22391751434074436,0.2241824115418556,1,1.0,PASS,eta_fixed_geometric
13469,9.508146027598816,0.02002241535009876,-0.4746,-0.4745999999999408,0.1076265571910141,1.0233290222198774,1.1556144796686811,0.3278855450246535,9.284698944798567,9.2844298854,0.2234470828002486,0.22371614219881586,0.0002690593985672507,9.508852008147345,0.22415306334877805,0.2244221227473453,1,1.0,PASS,eta_fixed_geometric
13742,9.528212115591021,0.02006608799220634,-0.4746,-0.4745999999999117,0.10738770821809135,1.0232128625091714,1.1554432669251737,0.32752479335272366,9.30451744767403,9.3042441866,0.2236946679169911,0.22396792899102103,0.00027326107402991795,9.52890553034363,0.2243880826696003,0.22466134374363023,1,1.0,PASS,eta_fixed_geometric
14020,9.54824016058858,0.02002804499755991,-0.4746,-0.4746000000000463,0.10715040104699425,1.0230977625000832,1.155272944525103,0.32716591766769476,9.324299632470693,9.3240221477,0.2239405281178879,0.22421801288858134,0.000277484770693448,9.54892125340266,0.22462162093196802,0.22489910570266147,1,1.0,PASS,eta_fixed_geometric
14304,9.568294497413296,0.020054336824714195,-0.4746,-0.4745999999999268,0.10691386483251013,1.0229833445740957,1.1551029619477018,0.3268077580019505,9.34410903251821,9.3438272894,0.22418546489508628,0.22446720801329612,0.0002817431182098318,9.568963468573012,0.2248544360548017,0.22513617917301154,1,1.0,PASS,eta_fixed_geometric
14593,9.588297240667746,0.020002743254450478,-0.4746,-0.4746000000000073,0.10667900867069008,1.0228700444743482,1.1549339754147714,0.3264516970391256,9.36386870174939,9.3635826824,0.22442853891835668,0.22471455826774545,0.0002860193493887664,9.588954333406278,0.22508563165688855,0.22537165100627732,1,1.0,PASS,eta_fixed_geometric
14888,9.608310798322087,0.020013557654340833,-0.4746,-0.4745999999999393,0.10644508911982711,1.0227574992183917,1.1547654531268698,0.3260966142580903,9.383640275479188,9.3833499501,0.22467052284289935,0.2249608482220875,0.00029032537918816104,9.608956214510597,0.22531593903140923,0.2256062644105974,1,1.0,PASS,eta_fixed_geometric
15189,9.62832676063802,0.020015962315932223,-0.4746,-0.4746000000000444,0.10621219817626754,1.0226457500067454,1.154597463607462,0.325742654040134,9.403415437215457,9.4031207779,0.22491132342256215,0.22520598273801973,0.0002946593154575794,9.628960703669403,0.22554526645394546,0.22583992576940304,1,1.0,PASS,eta_fixed_geometric
15496,9.648337205086833,0.020010444448812986,-0.4746,-0.47460000000007313,0.10598042049297685,1.0225348340531355,1.154430070396391,0.32538995026626044,9.423186349614875,9.422887331,0.22515085547195746,0.22544987408683248,0.000299018614875024,9.648959879317557,0.22577352970268194,0.22607254831755697,1,1.0,PASS,eta_fixed_geometric
15810,9.668397930203518,0.020060725116685812,-0.4746,-0.47459999999999,0.10574910604191226,1.0224244379764968,1.154262805750894,0.3250375173849498,9.443008137630718,9.4427047227,0.22538979257280012,0.22569320750351807,0.000303414930717949,9.669009505757328,0.2260013681266102,0.22630478305732815,1,1.0,PASS,eta_fixed_geometric
16130,9.688436171119255,0.020038240915736864,-0.4746,-0.4745999999999468,0.10551908884893271,1.022314957147546,1.1540962747181946,0.32468663025329103,9.462808895692742,9.4625010643,0.22562727542651295,0.22593510681925544,0.00030783139274248583,9.689036855363232,0.22622795967049036,0.22653579106323285,1,1.0,PASS,eta_fixed_geometric
16456,9.708445431332793,0.020009260213538545,-0.4746,-0.4745999999999305,0.1052904323980475,1.0222064173778784,1.1539305264086117,0.32433739234857617,9.482582190158084,9.4822699241,0.22586324117470902,0.22617550723279223,0.0003122660580832104,9.709035431055147,0.22645324089706342,0.22676550695514663,1,1.0,PASS,eta_fixed_geometric
16789,9.728479189036397,0.020033757703604934,-0.4746,-0.47459999999995534,0.10506251818803009,1.0220985217400087,1.1537651148866077,0.32398886406789335,9.502380858872074,9.5020641287,0.2260983301643229,0.22641506033639658,0.00031673017207367593,9.729058679100076,0.22667782022800154,0.2269945504000752,1,1.0,PASS,eta_fixed_geometric
17129,9.748528212497986,0.020049023461586817,-0.4746,-0.4745999999999566,0.10483544730756475,1.021991315747641,1.1536001152315551,0.32364120360634047,9.522195772337058,9.5218745515,0.22633244016092746,0.2266536609979859,0.0003212208370584335,9.749097369913475,0.2269015975764166,0.22722281841347503,1,1.0,PASS,eta_fixed_geometric
17476,9.768583790071327,0.020055577573341588,-0.4746,-0.47460000000003766,0.10460931315522726,1.0218848407786483,1.1534355972777566,0.32329455810734176,9.542018312994848,9.5416925776,0.22656547707647867,0.22689121247132782,0.00032573539484914704,9.769142793435567,0.2271244804407182,0.22745021583556735,1,1.0,PASS,eta_fixed_geometric
17830,9.788637710857186,0.020053920785859523,-0.4746,-0.47460000000004454,0.10438420181479255,1.0217791343020055,1.153271625852372,0.3229490641642598,9.56184035687953,9.5615100853,0.22679735397765555,0.2271276255571859,0.00033027157953036124,9.789186739838668,0.22734638295913712,0.22767665453866748,1,1.0,PASS,eta_fixed_geometric
18191,9.808682245262217,0.020044534405030068,-0.4746,-0.4746,0.10416019242474459,1.0216742300996884,1.1531082610112648,0.32260484831703506,9.581654253232053,9.5813194266,0.22702799203016433,0.22736281866221653,0.00033482663205219865,9.809221480130017,0.22756722689796405,0.22790205353001625,1,1.0,PASS,eta_fixed_geometric
18559,9.828710125578304,0.020027880316088344,-0.4746,-0.47459999999992714,0.1039373575403024,1.0215701584822225,1.1529455582710857,0.3222620275413173,9.601452806845325,9.6011134085,0.22725731873297939,0.22759671707830442,0.0003393983453250371,9.8292397467727,0.2277869399273751,0.22812633827270012,1,1.0,PASS,eta_fixed_geometric
18934,9.848714526688836,0.020004401110531877,-0.4746,-0.4745999999999837,0.10371576348664543,1.0214669464975485,1.152783568836938,0.3219207097280728,9.621229258453337,9.6208852741,0.2274852682354993,0.22782925258883502,0.0003439843533357134,9.849234714431228,0.22800545597789146,0.22834944033122717,1,1.0,PASS,eta_fixed_geometric
19317,9.868740816206293,0.020026289517456757,-0.4746,-0.47459999999996205,0.10349490100966899,1.0213643538633501,1.152621922628001,0.32158011510327267,9.641028449710268,9.6406798553,0.227712366496025,0.22806096090629246,0.0003485944102674665,9.869251726374868,0.2282232766646004,0.22857187107486787,1,1.0,PASS,eta_fixed_geometric
19708,9.888779923663854,0.020039107457560525,-0.4746,-0.47459999999990293,0.10327486613750773,1.0212624228796585,1.1524606915778497,0.3212403952336302,9.660841407272573,9.6604881813,0.2279385163912817,0.2282917423638544,0.0003532259725727016,9.889281713886804,0.22844030661423176,0.22879353258680446,1,1.0,PASS,eta_fixed_geometric
20107,9.908823292125648,0.020043368461793443,-0.4746,-0.47460000000000063,0.10305574757746813,1.0211611919830375,1.1522999425757177,0.3209016910571375,9.680659662800538,9.6803017868,0.2281636293251097,0.22852150532564863,0.000357876000538937,9.909316121295655,0.2286564584951165,0.22901433449565545,1,1.0,PASS,eta_fixed_geometric
20514,9.928862858867356,0.02003956674170902,-0.4746,-0.474599999999938,0.1028376270750598,1.0210606959596134,1.152139737696967,0.3205641333691255,9.700475235698914,9.7001126938,0.22838762316844274,0.2287501650673569,0.00036254189891415933,9.929346886696482,0.22887165099756857,0.22923419289648272,1,1.0,PASS,eta_fixed_geometric
20929,9.948891035989977,0.020028177122621487,-0.4746,-0.4746000000000886,0.10262057976715369,1.0209609661535297,1.151980134431601,0.32022784330293425,9.720280613302284,9.7199133918,0.2286104226876926,0.22897764418997646,0.0003672215022838543,9.949366422602935,0.22908580930065092,0.22945303080293478,1,1.0,PASS,eta_fixed_geometric
21352,9.968900691084361,0.020009655094382184,-0.4746,-0.4746000000000952,0.10240467452761214,1.0208620306685816,1.1518211859081784,0.31989293280267156,9.74006873130331,9.7396968192,0.22883195978105064,0.2292038718843603,0.0003719121033096684,9.969367596648086,0.2292988653447754,0.22967077744808506,1,1.0,PASS,eta_fixed_geometric
21784,9.988931034353595,0.020030343269235366,-0.4746,-0.4745999999999579,0.10218948218439752,1.0207636899762522,1.1516625781866598,0.3195587403848995,9.759878357730496,9.7595017354,0.22905267662309825,0.22942929895359399,0.000376622330495735,9.989389599796112,0.22951124206561602,0.22988786439611175,1,1.0,PASS,eta_fixed_geometric
22225,10.008973060382106,0.020042026028509848,-0.4746,-0.47460000000007474,0.10197509555652066,1.0206659842551062,1.1515043812591716,0.31922541352538514,9.779700580608376,9.7793192311,0.22927247977373,0.2296538292821051,0.00038134950837509507,10.009423428140403,0.22972284753202743,0.23010419704040252,1,1.0,PASS,eta_fixed_geometric
22674,10.028974172577543,0.02000111219543869,-0.4746,-0.4746000000000823,0.10176206909974947,1.0205691627494387,1.1513470066652587,0.31889381935362926,9.799483369889177,9.7990972891,0.22949080268836575,0.22987688347754265,0.00038608078917690136,10.029416503727923,0.22993313383874536,0.23031921462792226,1,1.0,PASS,eta_fixed_geometric
23133,10.04901544850107,0.02004127592352626,-0.4746,-0.4745999999999326,0.10154953314184914,1.0204728273305135,1.151189813926236,0.31856260835705325,9.819306909419886,9.8189160753,0.22970853908118372,0.2300993732010692,0.000390834119885497,10.0494498690202,0.2301429596003146,0.2305337937202001,1,1.0,PASS,eta_fixed_geometric
23601,10.069044362997353,0.020028914496281768,-0.4746,-0.47460000000000485,0.10133804058814616,1.02037722634127,1.1510332135637482,0.3182326455199045,9.83911923850233,9.8387236423,0.22992512449502378,0.2303207206973532,0.00039559620232942905,10.069471017419513,0.23035177891718384,0.23074737511951326,1,1.0,PASS,eta_fixed_geometric
24078,10.089053839494971,0.02000947649761953,-0.4746,-0.4746000000000013,0.1011276580235074,1.0202823864612018,1.1508772572541515,0.3179040397264034,9.858913347414283,9.858512982,0.23014049208068776,0.23054085749497055,0.0004003654142827884,10.089472872341235,0.2305595249269512,0.230959890341234,1,1.0,PASS,eta_fixed_geometric
24565,10.109077944602749,0.02002410510777696,-0.4746,-0.47459999999991737,0.10091802102360234,1.020188140542655,1.1507216768410509,0.31757622596097157,9.87872292770966,9.8783177785,0.23035501689308902,0.2307601661027494,0.0004051492096603937,10.109489484984795,0.2307665572751354,0.2311717064847958,1,1.0,PASS,eta_fixed_geometric
25062,10.129108033725231,0.02003008912248177,-0.4746,-0.47460000000000335,0.1007092156100255,1.0200945249056756,1.1505665377999688,0.3172493421828228,9.898539420524164,9.8981294762,0.2305686132010667,0.23097855752523166,0.00040994432416496807,10.129512211851951,0.2309727913277868,0.23138273565195178,1,1.0,PASS,eta_fixed_geometric
25569,10.149135959190406,0.020027925465177072,-0.4746,-0.474600000000076,0.10050132115477337,1.0200015724780538,1.1504119009440128,0.3169235165275784,9.918354757599362,9.9179400095,0.23078120159104465,0.2311959496904059,0.0004147480993612618,10.149532905997322,0.23117814839796047,0.23159289649732173,1,1.0,PASS,eta_fixed_geometric
26086,10.169154050930228,0.02001809173982107,-0.4746,-0.4746000000000671,0.10029441071287451,1.0199093129864878,1.150257822642519,0.3165988677675892,9.938161342021901,9.9377417836,0.23099270890832635,0.2314122673302279,0.0004195584219015558,10.169543897740692,0.23138255571879007,0.23180211414069163,1,1.0,PASS,eta_fixed_geometric
26613,10.189155097188696,0.02000104625846813,-0.4746,-0.4746000000000517,0.1000885513484565,1.019817773142358,1.1501043550362484,0.3162755057653436,9.957952028711972,9.9575276557,0.23120306847672367,0.23162744148869585,0.0004243730119721789,10.189537975405184,0.23158594669321175,0.23201031970518393,1,1.0,PASS,eta_fixed_geometric
27151,10.209169157096309,0.02001405990761128,-0.4746,-0.4745999999999253,0.09988342776115137,1.0197268100042038,1.149951264954828,0.31595293922219053,9.977756552228069,9.9773273543,0.23141260486823967,0.23184180279630873,0.0004291979280690583,10.20954518542622,0.23178863319815157,0.23221783112622063,1,1.0,PASS,eta_fixed_geometric
27700,10.22918769217543,0.020018535079122064,-0.4746,-0.47459999999995717,0.09967912299284327,1.0196364580852333,1.1497986159667415,0.3156313020791298,9.997566457477012,9.9971324268,0.23162123469841767,0.2320552653754291,0.00043403067701142106,10.22955699026172,0.2319905327847085,0.2324245634617199,1,1.0,PASS,eta_fixed_geometric
28260,10.249202656238518,0.02001496406308863,-0.4746,-0.4745999999999044,0.09947571365896166,1.0195467486646521,1.149646467104282,0.3153107187195791,10.017373775409142,10.0169349061,0.2318288808293758,0.23226775013851864,0.00043886930914283084,10.24956534432572,0.2321915689165781,0.23263043822572094,1,1.0,PASS,eta_fixed_geometric
28831,10.269206476121777,0.02000381988325854,-0.4746,-0.47460000000005403,0.09927327027079219,1.0194577099706066,1.1494948730773138,0.31499130441908296,10.037171001893434,10.0367272917,0.23203547422834347,0.23247918442177706,0.00044371019343358853,10.269562674750848,0.23239167285741402,0.2328353830508476,1,1.0,PASS,eta_fixed_geometric
29414,10.28922603046026,0.020019554338482227,-0.4746,-0.47460000000002533,0.09907151563958358,1.0193692175959541,1.149343628028382,0.31467262542851665,10.0569847322556,10.0565361717,0.23224129820465933,0.23268985876025994,0.0004485605556006078,10.289575849452897,0.23259111719729653,0.23303967775289713,1,1.0,PASS,eta_fixed_geometric
30009,10.30925261565329,0.02002658519303141,-0.4746,-0.4745999999999745,0.09887053350284622,1.0192813061252537,1.1491927961964912,0.3143548171017682,10.076806345835582,10.0763529291,0.232446269817709,0.2328996865532904,0.0004534167355814134,10.309596165793776,0.23278981995819414,0.23324323669377556,1,1.0,PASS,eta_fixed_geometric
30616,10.329278027105538,0.020025411452247736,-0.4746,-0.4745999999999671,0.09867040119104514,1.0191940069483507,1.1490424372784769,0.3140380052222655,10.09662771578409,10.0961694392,0.2326503113214482,0.23310858790553723,0.0004582765840890346,10.329615419822412,0.23298770403832236,0.2334459806224114,1,1.0,PASS,eta_fixed_geometric
